file_info,,,,,,,corrected_fluxes_and_quality_flags,,,,,,,,,,storage_fluxes,,,,vertical_advection_fluxes,,gas_densities_concentrations_and_timelags,,,,,,,,,,air_properties,,,,,,,,,,,,,,unrotated_wind,,,rotated_wind,,,,,,rotation_angles_for_tilt_correction,,,turbulence,,,,,,footprint,,,,,,,,uncorrected_fluxes,,,,,,,,,,statistical_flags,,,,,,,,,,,,spikes,,,,,,variances,,,,,,covariances,,,custom_variables,
filename,date,time,DOY,daytime,file_records,used_records,Tau,qc_Tau,H,qc_H,LE,qc_LE,co2_flux,qc_co2_flux,h2o_flux,qc_h2o_flux,H_strg,LE_strg,co2_strg,h2o_strg,co2_v-adv,h2o_v-adv,co2_molar_density,co2_mole_fraction,co2_mixing_ratio,co2_time_lag,co2_def_timelag,h2o_molar_density,h2o_mole_fraction,h2o_mixing_ratio,h2o_time_lag,h2o_def_timelag,sonic_temperature,air_temperature,air_pressure,air_density,air_heat_capacity,air_molar_volume,ET,water_vapor_density,e,es,specific_humidity,RH,VPD,Tdew,u_unrot,v_unrot,w_unrot,u_rot,v_rot,w_rot,wind_speed,max_wind_speed,wind_dir,yaw,pitch,roll,u*,TKE,L,(z-d)/L,bowen_ratio,T*,model,x_peak,x_offset,x_10%,x_30%,x_50%,x_70%,x_90%,un_Tau,Tau_scf,un_H,H_scf,un_LE,LE_scf,un_co2_flux,co2_scf,un_h2o_flux,h2o_scf,spikes_hf,amplitude_resolution_hf,drop_out_hf,absolute_limits_hf,skewness_kurtosis_hf,skewness_kurtosis_sf,discontinuities_hf,discontinuities_sf,timelag_hf,timelag_sf,attack_angle_hf,non_steady_wind_hf,u_spikes,v_spikes,w_spikes,ts_spikes,co2_spikes,h2o_spikes,u_var,v_var,w_var,ts_var,co2_var,h2o_var,w/ts_cov,w/co2_cov,w/h2o_cov,co2_mean
,[yyyy-mm-dd],[HH:MM],[ddd.ddd],[1=daytime],[#],[#],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],[W+1m-2],[W+1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[µmol+1s-1m-2],[mmol+1s-1m-2],[mmol+1m-3],[µmol+1mol_a-1],[µmol+1mol_d-1],[s],[1=default],[mmol+1m-3],[mmol+1mol_a-1],[mmol+1mol_d-1],[s],[1=default],[K],[K],[Pa],[kg+1m-3],[J+1kg-1K-1],[m+3mol-1],[mm+1hour-1],[kg+1m-3],[Pa],[Pa],[kg+1kg-1],[%],[Pa],[K],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[m+1s-1],[deg_from_north],[deg],[deg],[deg],[m+1s-1],[m+2s-2],[m],[#],[#],[K],[0=KJ/1=KM/2=HS],[m],[m],[m],[m],[m],[m],[m],[kg+1m-1s-2],[#],[W+1m-2],[#],[W+1m-2],[#],[µmol+1s-1m-2],[#],[mmol+1s-1m-2],[#],8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8u/v/w/ts/co2/h2o/ch4/none,8co2/h2o/ch4/none,8co2/h2o/ch4/none,8aa,8U,[#],[#],[#],[#],[#],[#],[m+2s-2],[m+2s-2],[m+2s-2],[K+2],--,--,[m+1K+1s-1],--,--,--
15790_RAW_20Hz_2024-11-15-1530.csv,2024-11-15,15:30,320.6457,1,36000,36000,-0.149268E-01,1,23.5944,1,0.722917,2,0.849750E-02,1,0.161773E-01,2,3.83666,1.72950,2.07887,0.387023E-01,-0.164520E-09,-0.171960E-11,17.4437,409.603,411.364,0.00000,1,182.325,4.28125,4.29966,0.00000,1,282.835,281.704,99742.1,1.23151,1007.60,0.234814E-01,0.104829E-02,0.328550E-02,427.136,1110.64,0.266785E-02,38.4585,683.504,268.320,-0.783244,-0.422999,-0.611612E-01,0.892267,0.391276E-13,-0.943148E-14,0.892267,2.78904,68.3665,208.372,-3.93047,-9999,0.110094,0.232678,-4.91892,-16.9407,32.6378,-0.172710,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.149268E-01,1.00000,23.6365,1.00000,0.169879,1.00000,-1.17554,1.00000,0.380152E-02,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,0,13,1,43,98,37,0.329085,0.847416E-01,0.515302E-01,0.553327E-01,0.839178E-03,1.19998,0.190483E-01,-0.117554E-02,0.380152E-02,771.935
15790_RAW_20Hz_2024-11-15-1600.csv,2024-11-15,16:00,320.6665,1,36000,36000,-0.109151,1,19.4746,1,2.36141,1,0.327795,1,0.528350E-01,1,-11.1207,-2.47076,1.71256,-0.552816E-01,-0.766556E-09,-0.795444E-11,17.4818,410.327,412.081,0.00000,1,181.406,4.25790,4.27610,0.00000,1,282.706,281.543,99726.5,1.23204,1007.58,0.234717E-01,0.342371E-02,0.326893E-02,424.739,1098.56,0.265327E-02,38.6632,673.823,268.245,-0.975764,-0.581939,-0.627192E-01,1.13785,-0.370554E-13,-0.438488E-13,1.13785,3.45940,62.6552,210.812,-3.15979,-9999,0.297647,0.469700,-117.754,-0.707663,8.24701,-0.527061E-01,0,633.813,-96.1836,217.568,541.774,826.240,1158.81,1736.11,-0.109151,1.00000,19.6124,1.00000,1.89958,1.00000,-0.667991,1.00000,0.425019E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800010099,899999999,899999999,89999,89999,89,89,3,35,4,61,78,30,0.730798,0.149149,0.594543E-01,0.327182E-01,0.160847E-02,2.18066,0.157988E-01,-0.667991E-03,0.425019E-01,773.565
15790_RAW_20Hz_2024-11-15-1630.csv,2024-11-15,16:30,320.6873,1,36000,36000,0.150789E-01,1,4.22943,1,-0.140933,1,0.427974,1,-0.315288E-02,1,-9.47204,-2.50737,-0.337536,-0.560936E-01,0.100002E-09,0.103229E-11,17.4805,410.184,411.928,0.00000,1,180.446,4.23420,4.25221,0.00000,1,282.573,281.405,99705.4,1.23239,1007.57,0.234652E-01,-0.204307E-03,0.325164E-02,422.286,1088.37,0.263849E-02,38.7999,666.084,268.169,-1.34683,-1.03985,-0.124239,1.70607,-0.208604E-13,0.572078E-14,1.70607,3.66961,55.4948,217.671,-4.17605,-9999,0.110614,0.249305,-27.8241,-2.99488,-30.0101,-0.307927E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.150789E-01,1.00000,4.22118,1.00000,-0.237966,1.00000,0.217683,1.00000,-0.532364E-02,1.00000,800000099,800000099,800000099,800000099,800010099,800110099,899999999,899999999,89999,89999,89,89,8,48,16,123,30,87,0.370355,0.984800E-01,0.297760E-01,0.158255E-01,0.193671E-02,0.532121,0.339947E-02,0.217683E-03,-0.532364E-02,773.452
15790_RAW_20Hz_2024-11-15-1700.csv,2024-11-15,17:00,320.7082,1,36000,36000,-0.699978E-01,1,4.27109,0,1.45830,2,0.369407,2,0.326237E-01,2,-1.47629,3.20152,5.61185,0.716210E-01,0.798256E-09,0.825135E-11,17.5803,412.555,414.321,0.00000,1,181.723,4.26446,4.28272,0.00000,1,282.559,281.384,99690.7,1.23229,1007.58,0.234668E-01,0.211401E-02,0.327464E-02,425.241,1086.79,0.265737E-02,39.1282,661.548,268.261,-1.49253,-0.615007,-0.542929E-01,1.61517,-0.166313E-12,0.454062E-13,1.61517,5.36415,75.3655,202.395,-1.92633,-9999,0.238334,0.855234,-275.578,-0.302382,2.92881,-0.144331E-01,0,482.625,-73.2403,165.670,412.541,629.151,882.393,1321.99,-0.699978E-01,1.00000,4.35617,1.00000,1.35278,1.00000,0.141028,1.00000,0.302630E-01,1.00000,800000099,800000099,800000099,800001099,800010099,800110099,899999999,899999999,89999,89999,89,89,32,30,9,42,27,32,1.23442,0.400707,0.753408E-01,0.143755E-01,0.633758E-02,2.49627,0.350842E-02,0.141028E-03,0.302630E-01,777.858
15790_RAW_20Hz_2024-11-15-1730.csv,2024-11-15,17:30,320.7290,0,36000,36000,-0.425580E-01,0,9.24206,0,-1.16077,2,-2.42880,2,-0.259643E-01,2,-8.85670,-2.09745,-3.78192,-0.469162E-01,0.700178E-10,0.723191E-12,17.5184,410.958,412.709,0.00000,1,180.942,4.24465,4.26274,0.00000,1,282.439,281.256,99680.0,1.23273,1007.57,0.234586E-01,-0.168249E-02,0.326057E-02,423.220,1077.35,0.264500E-02,39.2835,654.128,268.198,-2.17533,0.374637,-0.949039E-01,2.20939,0.275063E-12,0.399682E-14,2.20939,5.41119,98.4102,170.228,-2.46189,-9999,0.185805,1.39641,-60.3381,-1.38105,-7.96202,-0.400469E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.425580E-01,1.00000,9.17430,1.00000,-1.36985,1.00000,-2.88159,1.00000,-0.306411E-01,1.00000,800000099,800000099,800000099,800000099,800010099,800111099,899999999,899999999,89999,89999,89,89,2,36,4,67,8,23,0.950854,1.74165,0.100323,0.151063E-01,0.133811E-01,3.73874,0.738636E-02,-0.288159E-02,-0.306411E-01,775.067
not_enough_data,2024-11-15,18:00,320.749,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
15790_RAW_20Hz_2024-11-15-1830.csv,2024-11-15,18:30,320.7707,0,36000,36000,-0.742896E-01,1,7.46724,1,3.56589,1,0.786435,2,0.797579E-01,1,-9999,-9999,-9999,-9999,-0.188506E-09,-0.194941E-11,17.4552,409.337,411.077,0.00000,1,180.510,4.23310,4.25110,0.00000,1,282.400,281.192,99691.2,1.23315,1007.56,0.234507E-01,0.516831E-02,0.325280E-02,422.116,1072.71,0.263780E-02,39.3504,650.595,268.164,-1.20541,0.798967,-0.198772E-01,1.44629,0.199347E-13,-0.107994E-13,1.44629,4.25073,122.466,146.463,-0.787475,-9999,0.245446,0.596215,-172.159,-0.484028,2.09407,-0.244859E-01,0,509.772,-77.3599,174.988,435.745,664.539,932.026,1396.34,-0.742896E-01,1.00000,7.67516,1.00000,3.37830,1.00000,0.380708,1.00000,0.755621E-01,1.00000,800000099,800000099,800000099,800000099,800010099,800011099,899999999,899999999,89999,89999,89,89,3,15,1,92,6,18,0.826757,0.295986,0.696875E-01,0.109534E-01,0.750842E-02,2.94553,0.617731E-02,0.380708E-03,0.755621E-01,772.256
15790_RAW_20Hz_2024-11-15-1900.csv,2024-11-15,19:00,320.7915,0,36000,36000,-0.159573,1,24.1261,1,4.83206,1,3.58015,1,0.108087,1,5.63971,4.25484,8.06432,0.951750E-01,0.117921E-09,0.122088E-11,17.5958,412.742,414.513,0.00000,1,182.177,4.27329,4.29163,0.00000,1,282.474,281.274,99694.4,1.23281,1007.59,0.234568E-01,0.700401E-02,0.328283E-02,426.137,1078.69,0.266288E-02,39.5050,652.553,268.289,-0.847255,0.180912,0.816572E-01,0.870194,0.278875E-13,0.670163E-14,0.870194,4.38248,105.183,167.947,5.38444,-9999,0.359775,0.554725,-167.820,-0.496544,4.99292,-0.539854E-01,0,564.116,-85.6067,193.643,482.197,735.382,1031.38,1545.20,-0.159573,1.00000,24.4078,1.00000,4.24902,1.00000,2.32050,1.00000,0.950448E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800000099,899999999,899999999,89999,89999,89,89,17,2,2,9,19,57,0.593798,0.399421,0.116232,0.296411E-01,0.123166E-01,2.18226,0.196494E-01,0.232050E-02,0.950448E-01,778.507
15790_RAW_20Hz_2024-11-15-1930.csv,2024-11-15,19:30,320.8123,0,36000,36000,-0.121482,0,7.33627,0,4.14804,0,7.60513,0,0.927696E-01,0,-12.7349,-12.5811,-5.88870,-0.281371,0.161768E-09,0.163818E-11,17.4995,410.257,411.969,0.00000,1,177.212,4.15455,4.17188,0.00000,1,282.269,281.089,99683.6,1.23354,1007.52,0.234440E-01,0.601147E-02,0.319336E-02,414.252,1065.24,0.258877E-02,38.8882,650.985,267.916,-1.36582,1.41630,0.619959E-01,1.96855,0.120870E-13,0.924419E-14,1.96855,4.74373,136.970,133.960,1.80472,-9999,0.313819,0.709956,-366.229,-0.227535,1.76861,-0.188100E-01,0,506.782,-76.9061,173.962,433.190,660.641,926.559,1388.15,-0.121482,1.00000,7.57801,1.00000,3.96440,1.00000,7.19957,1.00000,0.886627E-01,1.00000,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,9,24,2,75,23,34,0.944166,0.360138,0.115608,0.847566E-02,0.156348E-01,7.19020,0.609745E-02,0.719957E-02,0.886627E-01,774.160
15790_RAW_20Hz_2024-11-15-2000.csv,2024-11-15,20:00,320.8331,0,36000,36000,-0.126730,1,7.96259,1,2.05055,1,1.86958,1,0.458581E-01,1,-3.00586,0.549786,2.23778,0.122953E-01,0.110534E-09,0.111817E-11,17.5399,411.201,412.919,0.00000,1,177.435,4.15974,4.17711,0.00000,1,282.249,281.046,99669.2,1.23355,1007.52,0.234437E-01,0.297160E-02,0.319738E-02,414.709,1062.08,0.259201E-02,39.0468,647.374,267.930,-1.13114,1.00465,0.333527E-01,1.51324,0.342362E-12,0.630186E-14,1.51324,4.51063,126.585,138.389,1.26293,-9999,0.320524,1.01966,-359.480,-0.231807,3.88314,-0.199886E-01,0,592.183,-89.8660,203.277,506.189,771.970,1082.70,1622.08,-0.126730,1.00000,8.08205,1.00000,1.86116,1.00000,1.45087,1.00000,0.416224E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800011099,899999999,899999999,89999,89999,89,89,31,4,7,42,27,26,1.40335,0.554264,0.817080E-01,0.120029E-01,0.140163E-01,5.11174,0.650294E-02,0.145087E-02,0.416224E-01,775.941
15790_RAW_20Hz_2024-11-15-2030.csv,2024-11-15,20:30,320.8540,0,36000,36000,-0.100281,1,10.3693,1,1.87042,1,1.64605,1,0.418265E-01,1,-5.23857,-6.16617,-0.351288,-0.137889,0.144691E-09,0.144375E-11,17.5375,411.053,412.746,0.00000,1,174.993,4.10156,4.11846,0.00000,1,282.168,280.970,99664.5,1.23386,1007.49,0.234385E-01,0.271036E-02,0.315337E-02,408.890,1056.61,0.255571E-02,38.6984,647.717,267.744,-0.999455,0.578633,0.360667E-01,1.15543,-0.871004E-13,0.825036E-14,1.15543,4.39799,121.406,149.931,1.78877,-9999,0.285086,0.653789,-194.226,-0.429037,5.54386,-0.292597E-01,0,527.087,-79.9875,180.932,450.546,687.111,963.683,1443.77,-0.100281,1.00000,10.4782,1.00000,1.63042,1.00000,1.10819,1.00000,0.364597E-01,1.00000,800000099,800000099,800000099,800000099,800000099,800011099,899999999,899999999,89999,89999,89,89,13,6,3,39,16,30,0.950409,0.270686,0.864828E-01,0.121127E-01,0.125718E-01,4.97018,0.842916E-02,0.110819E-02,0.364597E-01,775.800
15790_RAW_20Hz_2024-11-15-2100.csv,2024-11-15,21:00,320.8748,0,36000,36000,-0.165014,1,8.00352,1,4.17574,1,9.24274,1,0.933720E-01,1,-5.05991,-4.08511,-0.493731,-0.913453E-01,0.510395E-09,0.504753E-11,17.5334,410.845,412.521,0.00000,1,173.396,4.06304,4.07961,0.00000,1,282.091,280.897,99665.7,1.23421,1007.47,0.234321E-01,0.605051E-02,0.312460E-02,405.054,1051.34,0.253166E-02,38.5273,646.289,267.620,-0.873371,0.627428,0.110824,1.08108,0.169791E-12,0.291098E-13,1.08108,3.92951,121.306,144.307,5.88389,-9999,0.365650,0.693351,-530.940,-0.156948,1.91667,-0.176034E-01,0,560.675,-85.0847,192.462,479.257,730.897,1025.09,1535.78,-0.165014,1.00000,8.24667,1.00000,3.98108,1.00000,8.80260,1.00000,0.890192E-01,1.00000,800000099,800000099,800000099,800000099,800001099,800001099,899999999,899999999,89999,89999,89,89,5,7,4,30,44,45,0.848372,0.416421,0.121909,0.661508E-02,0.273084E-01,1.61266,0.663223E-02,0.880260E-02,0.890192E-01,775.579
15790_RAW_20Hz_2024-11-15-2130.csv,2024-11-15,21:30,320.8956,0,36000,36000,-0.121236,1,2.26081,1,1.70990,1,5.27891,1,0.382312E-01,1,-5.94736,-2.44076,-0.263467,-0.545724E-01,0.235427E-09,0.231568E-11,17.5331,410.734,412.400,0.00000,1,172.458,4.04003,4.05641,0.00000,1,281.996,280.811,99660.3,1.23453,1007.45,0.234262E-01,0.247738E-02,0.310769E-02,402.738,1045.19,0.251730E-02,38.5326,642.450,267.545,-0.922270,1.15432,0.120756,1.48244,0.851738E-13,0.134276E-13,1.48244,3.93984,144.350,128.624,4.67237,-9999,0.313375,0.576037,-1183.15,-0.704305E-01,1.32219,-0.580059E-02,0,567.259,-86.0837,194.721,484.884,739.479,1037.13,1553.81,-0.121236,1.00000,2.36034,1.00000,1.65306,1.00000,5.14971,1.00000,0.369604E-01,1.00000,800000099,800000099,800000099,800000099,800011099,800011099,899999999,899999999,89999,89999,89,89,0,4,2,57,53,48,0.605072,0.460034,0.869681E-01,0.583199E-02,0.198314E-01,1.93583,0.189779E-02,0.514971E-02,0.369604E-01,775.524
15790_RAW_20Hz_2024-11-15-2200.csv,2024-11-15,22:00,320.9165,0,36000,36000,-0.235462,1,4.24277,1,6.72365,1,6.80245,1,0.150316,1,-7.60369,-4.94887,-3.99755,-0.110639,0.116022E-08,0.113268E-10,17.4658,409.049,410.689,0.00000,1,170.512,3.99338,4.00940,0.00000,1,281.901,280.701,99647.7,1.23488,1007.42,0.234200E-01,0.974051E-02,0.307263E-02,398.038,1037.37,0.248820E-02,38.3701,639.327,267.391,-1.03056,1.87026,0.748161E-01,2.13670,-0.296691E-13,0.664280E-13,2.13670,5.02744,156.071,118.856,2.00661,-9999,0.436664,0.856982,-1705.53,-0.488586E-01,0.631022,-0.781024E-02,0,607.589,-92.2039,208.565,519.358,792.053,1110.87,1664.28,-0.235462,1.00000,4.63400,1.00000,6.60413,1.00000,6.52875,1.00000,0.147644,1.00000,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,24,15,0,54,138,46,1.15212,0.419631,0.142218,0.258089E-02,0.739439E-02,1.61152,0.372493E-02,0.652875E-02,0.147644,772.513
15790_RAW_20Hz_2024-11-15-2230.csv,2024-11-15,22:30,320.9373,0,36000,36000,-0.315430E-01,1,4.05195,0,1.57675,0,1.56893,0,0.352504E-01,0,-0.330515,3.90703,4.47408,0.873466E-01,0.118657E-09,0.116372E-11,17.5433,410.935,412.598,0.00000,1,172.054,4.03021,4.04652,0.00000,1,281.899,280.696,99628.4,1.23465,1007.44,0.234241E-01,0.228422E-02,0.310041E-02,401.631,1037.03,0.251118E-02,38.7291,635.395,267.509,-1.55481,0.784766,-0.438012E-01,1.74218,0.101060E-12,0.676366E-14,1.74218,5.15601,117.375,153.218,-1.44066,-9999,0.159838,0.779434,-87.5763,-0.951513,2.56980,-0.203807E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.315430E-01,1.00000,4.14367,1.00000,1.48108,1.00000,1.35085,1.00000,0.331115E-01,1.00000,800000099,800000099,800000099,800000099,800001099,810001099,899999999,899999999,89999,89999,89,89,1,3,2,32,37,33,1.29709,0.184221,0.775571E-01,0.116137E-01,0.478576E-02,1.96903,0.333137E-02,0.135085E-02,0.331115E-01,775.937
15790_RAW_20Hz_2024-11-15-2300.csv,2024-11-15,23:00,320.9581,0,36000,36000,-0.939450E-01,1,10.8738,1,7.74221,1,8.53895,1,0.173072,1,-6.35132,-1.72137,1.04892,-0.384801E-01,0.265709E-09,0.259264E-11,17.5641,411.377,413.035,0.00000,1,171.380,4.01399,4.03017,0.00000,1,281.803,280.604,99606.8,1.23479,1007.43,0.234215E-01,0.112151E-01,0.308828E-02,399.928,1030.53,0.250105E-02,38.8078,630.606,267.453,-1.00433,0.807800,-0.768460E-01,1.29117,-0.153274E-13,0.151280E-13,1.29117,3.28922,131.353,141.190,-3.41206,-9999,0.275829,0.411731,-167.679,-0.496961,1.40448,-0.316907E-01,0,528.576,-80.2134,181.443,451.818,689.052,966.405,1447.85,-0.939450E-01,1.00000,11.3241,1.00000,7.47231,1.00000,7.92059,1.00000,0.167038,1.00000,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,1,9,2,35,32,29,0.574076,0.168998,0.803889E-01,0.737324E-02,0.137347E-01,1.77737,0.910319E-02,0.792059E-02,0.167038,776.814
15790_RAW_20Hz_2024-11-15-2330.csv,2024-11-15,23:30,320.9790,0,36000,36000,-0.202087E-01,1,9.55765,1,2.18955,1,1.95669,1,0.489431E-01,1,-4.00209,-0.799005,-0.512226,-0.178602E-01,0.253895E-09,0.247402E-11,17.5543,411.161,412.815,0.00000,1,171.053,4.00646,4.02258,0.00000,1,281.766,280.546,99582.9,1.23475,1007.43,0.234223E-01,0.317151E-02,0.308238E-02,399.082,1026.46,0.249636E-02,38.8794,627.380,267.425,-1.28831,0.823057,-0.151590E-01,1.52886,-0.396107E-14,0.144635E-13,1.52886,4.47005,120.722,147.427,-0.568113,-9999,0.127932,0.652919,-19.0305,-4.37876,4.36513,-0.600590E-01,0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.202087E-01,1.00000,9.68493,1.00000,1.97119,1.00000,1.45580,1.00000,0.440623E-01,1.00000,800000099,800000099,800000099,800000099,800010099,800011099,899999999,899999999,89999,89999,89,89,2,9,8,60,54,67,1.01849,0.222492,0.648593E-01,0.197054E-01,0.183776E-02,1.24305,0.778579E-02,0.145580E-02,0.440623E-01,776.365
15790_RAW_20Hz_2024-11-16-0000.csv,2024-11-16,00:00,321.0000,0,36000,36000,-0.555397E-01,0,15.5691,1,6.20920,1,4.88284,1,0.138772,1,-12.0140,-2.81838,0.903848,-0.629889E-01,-0.164906E-08,-0.159476E-10,17.5762,411.542,413.187,0.00000,1,169.974,3.97991,3.99582,0.00000,1,281.562,280.372,99553.2,1.23516,1007.41,0.234148E-01,0.899242E-02,0.306294E-02,396.319,1014.32,0.247979E-02,39.0722,618.005,267.334,-1.58269,1.17572,-0.666895E-01,1.97274,0.713461E-14,-0.938237E-13,1.97274,4.56424,129.588,143.393,-1.93729,-9999,0.212051,0.711843,-53.1894,-1.56667,2.50742,-0.590057E-01,0,364.240,-55.2748,125.032,311.347,474.823,665.946,997.709,-0.555397E-01,1.00000,15.9298,1.00000,5.84508,1.00000,4.04134,1.00000,0.130634,1.00000,800000099,800000099,800000099,800000099,800001099,800011099,899999999,899999999,89999,89999,89,89,2,23,1,53,44,44,1.02562,0.277539,0.120530,0.966950E-02,0.134939E-01,1.49802,0.128021E-01,0.404134E-02,0.130634,777.245
